season,week,method,contestant,judge_total,estimated_votes_total,ballroom_partner,celebrity_industry,celebrity_homecountry/region,celebrity_age_during_season
32,2,rank,Charity Lawson,21,606701,Artem Chigvintsev,TV Personality,United States,27
32,2,rank,Ariana Madix,20,612978,Pasha Pashkov,TV Personality,United States,38
32,3,rank,Mira Sorvino,26,684053,Gleb Savchenko,Actor/Actress,United States,55
32,3,rank,Barry Williams,25,690395,Peta Murgatroyd,Actor/Actress,United States,68
32,3,rank,Alyson Hannigan,24,703214,Sasha Farber,Actor/Actress,United States,49
32,3,rank,Xochitl Gomez,32,677187,Valentin Chmerkovskiy,Actor/Actress,United States,17
32,3,rank,Adrian Peterson,22,816056,Britt Stewart,Athlete,United States,38
32,3,rank,Tyson Beckford,20,211512,Jenna Johnson,Model,United States,52
32,3,rank,Jason Mraz,34,683056,Daniella Karagach,Singer/Rapper,United States,46
32,3,rank,Lele Pons,27,684723,Brandon Armstrong,Social Media Personality,Venezuela,27
32,3,rank,Harry Jowsey,24,705442,Rylee Arnold,TV Personality,Australia,26
32,3,rank,Mauricio Umansky,23,765884,Emma Slater,TV Personality,Mexico,53
32,3,rank,Charity Lawson,32,692290,Artem Chigvintsev,TV Personality,United States,27
32,3,rank,Ariana Madix,34,686183,Pasha Pashkov,TV Personality,United States,38
32,4,rank,Mira Sorvino,21,727169,Gleb Savchenko,Actor/Actress,United States,55
32,4,rank,Barry Williams,18,1090538,Peta Murgatroyd,Actor/Actress,United States,68
32,4,rank,Alyson Hannigan,18,1076248,Sasha Farber,Actor/Actress,United States,49
32,4,rank,Xochitl Gomez,27,664206,Valentin Chmerkovskiy,Actor/Actress,United States,17
32,4,rank,Adrian Peterson,21,100249,Britt Stewart,Athlete,United States,38
32,4,rank,Jason Mraz,24,649969,Daniella Karagach,Singer/Rapper,United States,46
32,4,rank,Lele Pons,22,666685,Brandon Armstrong,Social Media Personality,Venezuela,27
32,4,rank,Harry Jowsey,21,741747,Rylee Arnold,TV Personality,Australia,26
32,4,rank,Mauricio Umansky,19,966407,Emma Slater,TV Personality,Mexico,53
32,4,rank,Charity Lawson,24,660843,Artem Chigvintsev,TV Personality,United States,27
32,4,rank,Ariana Madix,25,655934,Pasha Pashkov,TV Personality,United States,38
32,5,rank,Mira Sorvino,22,255000,Gleb Savchenko,Actor/Actress,United States,55
32,5,rank,Barry Williams,24,911473,Peta Murgatroyd,Actor/Actress,United States,68
32,5,rank,Alyson Hannigan,21,1131439,Sasha Farber,Actor/Actress,United States,49
32,5,rank,Xochitl Gomez,28,901703,Valentin Chmerkovskiy,Actor/Actress,United States,17
32,5,rank,Jason Mraz,27,896475,Daniella Karagach,Singer/Rapper,United States,46
32,5,rank,Lele Pons,24,903184,Brandon Armstrong,Social Media Personality,Venezuela,27
32,5,rank,Harry Jowsey,18,1284735,Rylee Arnold,TV Personality,Australia,26
32,5,rank,Mauricio Umansky,24,902250,Emma Slater,TV Personality,Mexico,53
32,5,rank,Charity Lawson,28,902656,Artem Chigvintsev,TV Personality,United States,27
32,5,rank,Ariana Madix,24,911079,Pasha Pashkov,TV Personality,United States,38
32,6,rank,Barry Williams,32,1123796,Peta Murgatroyd,Actor/Actress,United States,68
32,6,rank,Alyson Hannigan,31,1301392,Sasha Farber,Actor/Actress,United States,49
32,6,rank,Xochitl Gomez,42,949103,Valentin Chmerkovskiy,Actor/Actress,United States,17
32,6,rank,Jason Mraz,39,964975,Daniella Karagach,Singer/Rapper,United States,46
32,6,rank,Lele Pons,37,1021245,Brandon Armstrong,Social Media Personality,Venezuela,27
32,6,rank,Harry Jowsey,29,1497083,Rylee Arnold,TV Personality,Australia,26
32,6,rank,Mauricio Umansky,33,197645,Emma Slater,TV Personality,Mexico,53
32,6,rank,Charity Lawson,38,983356,Artem Chigvintsev,TV Personality,United States,27
32,6,rank,Ariana Madix,41,961401,Pasha Pashkov,TV Personality,United States,38
32,7,rank,Barry Williams,32.5,1747394,Peta Murgatroyd,Actor/Actress,United States,68
32,7,rank,Alyson Hannigan,35,1401143,Sasha Farber,Actor/Actress,United States,49
32,7,rank,Xochitl Gomez,37,815200,Valentin Chmerkovskiy,Actor/Actress,United States,17
32,7,rank,Jason Mraz,36,885426,Daniella Karagach,Singer/Rapper,United States,46
32,7,rank,Lele Pons,36.5,165610,Brandon Armstrong,Social Media Personality,Venezuela,27
32,7,rank,Harry Jowsey,32,2217145,Rylee Arnold,TV Personality,Australia,26
32,7,rank,Charity Lawson,36,902510,Artem Chigvintsev,TV Personality,United States,27
32,7,rank,Ariana Madix,37,865569,Pasha Pashkov,TV Personality,United States,38
32,8,rank,Barry Williams,35,341406,Peta Murgatroyd,Actor/Actress,United States,68
32,8,rank,Alyson Hannigan,36,1358828,Sasha Farber,Actor/Actress,United States,49
32,8,rank,Xochitl Gomez,40,1286377,Valentin Chmerkovskiy,Actor/Actress,United States,17
32,8,rank,Jason Mraz,33,1552803,Daniella Karagach,Singer/Rapper,United States,46
32,8,rank,Harry Jowsey,28,1875437,Rylee Arnold,TV Personality,Australia,26
32,8,rank,Charity Lawson,39,1295030,Artem Chigvintsev,TV Personality,United States,27
32,8,rank,Ariana Madix,42,1290115,Pasha Pashkov,TV Personality,United States,38
32,9,rank,Alyson Hannigan,32,1877843,Sasha Farber,Actor/Actress,United States,49
32,9,rank,Xochitl Gomez,41,1565045,Valentin Chmerkovskiy,Actor/Actress,United States,17
32,9,rank,Jason Mraz,43,1563093,Daniella Karagach,Singer/Rapper,United States,46
32,9,rank,Harry Jowsey,30,740472,Rylee Arnold,TV Personality,Australia,26
32,9,rank,Charity Lawson,38,1580555,Artem Chigvintsev,TV Personality,United States,27
32,9,rank,Ariana Madix,37,1672989,Pasha Pashkov,TV Personality,United States,38
32,11,rank,Alyson Hannigan,26.5,1401917,Sasha Farber,Actor/Actress,United States,49
32,11,rank,Xochitl Gomez,30,5853472,Valentin Chmerkovskiy,Actor/Actress,United States,17
32,11,rank,Jason Mraz,30,2262782,Daniella Karagach,Singer/Rapper,United States,46
32,11,rank,Charity Lawson,29.5,993822,Artem Chigvintsev,TV Personality,United States,27
32,11,rank,Ariana Madix,29.5,3488004,Pasha Pashkov,TV Personality,United States,38
33,2,rank,Tori Spelling,19,201630,Pasha Pashkov,Actor/Actress,United States,51
33,2,rank,Eric Roberts,15,1642237,Britt Stewart,Actor/Actress,United States,68
33,2,rank,Reginald VelJohnson,15,1667385,Emma Slater,Actor/Actress,United States,74
33,2,rank,Chandler Kinney,24,1076373,Brandon Armstrong,Actor/Actress,United States,24
33,2,rank,Dwight Howard ,22,1066685,Daniella Karagach,Athlete,United States,38
33,2,rank,Danny Amendola,21,1078862,Witney Carson,Athlete,United States,39
33,2,rank,Stephen Nedoroscik,22,1045598,Rylee Arnold,Athlete,United States,26
33,2,rank,Ilona Maher,21,1051272,Alan Bersten,Athlete,United States,28
33,2,rank,Anna Delvey,17,363657,Ezra Sosa,Con artist,Russia,33
33,2,rank,Brooks Nader,20,1266154,Gleb Savchenko,Model,United States,27
33,2,rank,Phaedra Parks,21,1115332,Val Chmerkovskiy,TV Personality,United States,51
33,2,rank,Jenn Tran,19,1366689,Sasha Farber,TV Personality,United States,26
33,2,rank,Joey Graziadei,22,1058125,Jenna Johnson,TV Personality,United States,29
33,3,rank,Eric Roberts,23,396637,Britt Stewart,Actor/Actress,United States,68
33,3,rank,Reginald VelJohnson,21,501664,Emma Slater,Actor/Actress,United States,74
33,3,rank,Chandler Kinney,34.5,1349427,Brandon Armstrong,Actor/Actress,United States,24
33,3,rank,Dwight Howard ,26,1830747,Daniella Karagach,Athlete,United States,38
33,3,rank,Danny Amendola,30,1440459,Witney Carson,Athlete,United States,39
33,3,rank,Stephen Nedoroscik,31,1351883,Rylee Arnold,Athlete,United States,26
33,3,rank,Ilona Maher,28,1532919,Alan Bersten,Athlete,United States,28
33,3,rank,Brooks Nader,30.5,1379990,Gleb Savchenko,Model,United States,27
33,3,rank,Phaedra Parks,28,1540900,Val Chmerkovskiy,TV Personality,United States,51
33,3,rank,Jenn Tran,31,1347083,Sasha Farber,TV Personality,United States,26
33,3,rank,Joey Graziadei,35,1328292,Jenna Johnson,TV Personality,United States,29
33,4,rank,Chandler Kinney,32,1614158,Brandon Armstrong,Actor/Actress,United States,24
33,4,rank,Dwight Howard ,29,2866137,Daniella Karagach,Athlete,United States,38
33,4,rank,Danny Amendola,36,1483788,Witney Carson,Athlete,United States,39
33,4,rank,Stephen Nedoroscik,33,1448614,Rylee Arnold,Athlete,United States,26
33,4,rank,Ilona Maher,32,1646594,Alan Bersten,Athlete,United States,28
33,4,rank,Brooks Nader,32,235480,Gleb Savchenko,Model,United States,27
33,4,rank,Phaedra Parks,32,1641287,Val Chmerkovskiy,TV Personality,United States,51
33,4,rank,Jenn Tran,32,1626299,Sasha Farber,TV Personality,United States,26
33,4,rank,Joey Graziadei,36,1437640,Jenna Johnson,TV Personality,United States,29
33,5,rank,Chandler Kinney,27,2281464,Brandon Armstrong,Actor/Actress,United States,24
33,5,rank,Dwight Howard ,24,2888635,Daniella Karagach,Athlete,United States,38
33,5,rank,Danny Amendola,25.5,2382919,Witney Carson,Athlete,United States,39
33,5,rank,Stephen Nedoroscik,24,2871310,Rylee Arnold,Athlete,United States,26
33,5,rank,Ilona Maher,26,2288795,Alan Bersten,Athlete,United States,28
33,5,rank,Phaedra Parks,24,631586,Val Chmerkovskiy,TV Personality,United States,51
33,5,rank,Jenn Tran,25.5,2371856,Sasha Farber,TV Personality,United States,26
33,5,rank,Joey Graziadei,26,2283432,Jenna Johnson,TV Personality,United States,29
33,6,rank,Chandler Kinney,32,2159502,Brandon Armstrong,Actor/Actress,United States,24
33,6,rank,Dwight Howard ,31,2303570,Daniella Karagach,Athlete,United States,38
33,6,rank,Danny Amendola,28,3138405,Witney Carson,Athlete,United States,39
33,6,rank,Stephen Nedoroscik,28,3087627,Rylee Arnold,Athlete,United States,26
33,6,rank,Ilona Maher,24,4734399,Alan Bersten,Athlete,United States,28
33,6,rank,Jenn Tran,31,451542,Sasha Farber,TV Personality,United States,26
33,6,rank,Joey Graziadei,32,2124952,Jenna Johnson,TV Personality,United States,29
33,7,rank,Chandler Kinney,30,3139416,Brandon Armstrong,Actor/Actress,United States,24
33,7,rank,Dwight Howard ,24,1489167,Daniella Karagach,Athlete,United States,38
33,7,rank,Danny Amendola,25.5,3737594,Witney Carson,Athlete,United States,39
33,7,rank,Stephen Nedoroscik,27,3167501,Rylee Arnold,Athlete,United States,26
33,7,rank,Ilona Maher,26,3342626,Alan Bersten,Athlete,United States,28
33,7,rank,Joey Graziadei,27.5,3123693,Jenna Johnson,TV Personality,United States,29
33,9,rank,Chandler Kinney,30,1122371,Brandon Armstrong,Actor/Actress,United States,24
33,9,rank,Danny Amendola,28,3797287,Witney Carson,Athlete,United States,39
33,9,rank,Stephen Nedoroscik,29.5,1517382,Rylee Arnold,Athlete,United States,26
33,9,rank,Ilona Maher,28.5,7195542,Alan Bersten,Athlete,United States,28
33,9,rank,Joey Graziadei,29.5,4367416,Jenna Johnson,TV Personality,United States,29
34,2,rank,Corey Feldman,15,554215,Jenna Johnson,Actor/Actress,United States,54
34,2,rank,Danielle Fishel,19,1828987,Pasha Pashkov,Actor/Actress,United States,44
34,2,rank,Elaine Hendrix,21,1540790,Alan Bersten (Rashad Jennings week 9),Actor/Actress,United States,55
34,2,rank,Baron Davis,18,343656,Britt Stewart,Athlete,United States,46
34,2,rank,Jordan Chiles,22,1529217,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,United States,24
34,2,rank,Andy Richter,16,2275497,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,United States,59
34,2,rank,Robert Irwin,22,1514763,Witney Carson (Xoshitl Gomez week 9),Conservationist,Australia,22
34,2,rank,Hilaria Baldwin,21,1515090,Gleb Savchenko,Entrepreneur,United States,41
34,2,rank,Lauren Jauregui,21,1523498,Brandon Armstrong,Singer/Rapper,United States,29
34,2,rank,Scott Hoying,18,1954221,Rylee Arnold,Singer/Rapper,United States,34
34,2,rank,Alix Earle,21,1569067,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,United States,24
34,2,rank,Jen Affleck,22,1534290,Jan Ravnik,TV Personality,United States,26
34,2,rank,Whitney Leavitt,22,1545430,Mark Ballas,TV Personality,United States,32
34,2,rank,Dylan Efron,20,1771278,Daniella Karagach (Rumer Willis week 9),TV Personality,United States,33
34,3,rank,Danielle Fishel,21,1857242,Pasha Pashkov,Actor/Actress,United States,44
34,3,rank,Elaine Hendrix,21,1861859,Alan Bersten (Rashad Jennings week 9),Actor/Actress,United States,55
34,3,rank,Jordan Chiles,24,1780628,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,United States,24
34,3,rank,Andy Richter,18,2234590,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,United States,59
34,3,rank,Robert Irwin,22,1786805,Witney Carson (Xoshitl Gomez week 9),Conservationist,Australia,22
34,3,rank,Hilaria Baldwin,22,1795208,Gleb Savchenko,Entrepreneur,United States,41
34,3,rank,Lauren Jauregui,18,481666,Brandon Armstrong,Singer/Rapper,United States,29
34,3,rank,Scott Hoying,22,1777969,Rylee Arnold,Singer/Rapper,United States,34
34,3,rank,Alix Earle,23,1795359,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,United States,24
34,3,rank,Jen Affleck,19,2073459,Jan Ravnik,TV Personality,United States,26
34,3,rank,Whitney Leavitt,24,1780699,Mark Ballas,TV Personality,United States,32
34,3,rank,Dylan Efron,23,1774511,Daniella Karagach (Rumer Willis week 9),TV Personality,United States,33
34,4,rank,Danielle Fishel,21,2685543,Pasha Pashkov,Actor/Actress,United States,44
34,4,rank,Elaine Hendrix,24,1575601,Alan Bersten (Rashad Jennings week 9),Actor/Actress,United States,55
34,4,rank,Jordan Chiles,24,1597306,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,United States,24
34,4,rank,Andy Richter,18,3458591,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,United States,59
34,4,rank,Robert Irwin,22,2247852,Witney Carson (Xoshitl Gomez week 9),Conservationist,Australia,22
34,4,rank,Hilaria Baldwin,23,247484,Gleb Savchenko,Entrepreneur,United States,41
34,4,rank,Scott Hoying,21,2724437,Rylee Arnold,Singer/Rapper,United States,34
34,4,rank,Alix Earle,24,1546298,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,United States,24
34,4,rank,Jen Affleck,23,1613571,Jan Ravnik,TV Personality,United States,26
34,4,rank,Whitney Leavitt,25,1597724,Mark Ballas,TV Personality,United States,32
34,4,rank,Dylan Efron,23,1705588,Daniella Karagach (Rumer Willis week 9),TV Personality,United States,33
34,6,rank,Danielle Fishel,36,3602326,Pasha Pashkov,Actor/Actress,United States,44
34,6,rank,Elaine Hendrix,36,3578574,Alan Bersten (Rashad Jennings week 9),Actor/Actress,United States,55
34,6,rank,Jordan Chiles,39,3583012,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,United States,24
34,6,rank,Andy Richter,27,4548429,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,United States,59
34,6,rank,Robert Irwin,36,3565925,Witney Carson (Xoshitl Gomez week 9),Conservationist,Australia,22
34,6,rank,Scott Hoying,28,1066642,Rylee Arnold,Singer/Rapper,United States,34
34,6,rank,Alix Earle,35,3698840,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,United States,24
34,6,rank,Jen Affleck,32,3894582,Jan Ravnik,TV Personality,United States,26
34,6,rank,Whitney Leavitt,39,3580642,Mark Ballas,TV Personality,United States,32
34,6,rank,Dylan Efron,32,3881023,Daniella Karagach (Rumer Willis week 9),TV Personality,United States,33
34,7,rank,Danielle Fishel,35,4260608,Pasha Pashkov,Actor/Actress,United States,44
34,7,rank,Elaine Hendrix,32,4760543,Alan Bersten (Rashad Jennings week 9),Actor/Actress,United States,55
34,7,rank,Jordan Chiles,38,3924013,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,United States,24
34,7,rank,Andy Richter,29,5471361,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,United States,59
34,7,rank,Robert Irwin,41,3869908,Witney Carson (Xoshitl Gomez week 9),Conservationist,Australia,22
34,7,rank,Alix Earle,43,3908840,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,United States,24
34,7,rank,Jen Affleck,34,971626,Jan Ravnik,TV Personality,United States,26
34,7,rank,Whitney Leavitt,42,3914588,Mark Ballas,TV Personality,United States,32
34,7,rank,Dylan Efron,38,3918509,Daniella Karagach (Rumer Willis week 9),TV Personality,United States,33
34,8,rank,Danielle Fishel,37,1462055,Pasha Pashkov,Actor/Actress,United States,44
34,8,rank,Elaine Hendrix,37.5,5139627,Alan Bersten (Rashad Jennings week 9),Actor/Actress,United States,55
34,8,rank,Jordan Chiles,39,4500325,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,United States,24
34,8,rank,Andy Richter,34,5823751,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,United States,59
34,8,rank,Robert Irwin,38,4566423,Witney Carson (Xoshitl Gomez week 9),Conservationist,Australia,22
34,8,rank,Alix Earle,38.5,4483744,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,United States,24
34,8,rank,Whitney Leavitt,39.5,4460943,Mark Ballas,TV Personality,United States,32
34,8,rank,Dylan Efron,38,4563128,Daniella Karagach (Rumer Willis week 9),TV Personality,United States,33
34,9,rank,Elaine Hendrix,36,6250236,Alan Bersten (Rashad Jennings week 9),Actor/Actress,United States,55
34,9,rank,Jordan Chiles,39,5635722,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,United States,24
34,9,rank,Andy Richter,29,2248417,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,United States,59
34,9,rank,Robert Irwin,42,5200381,Witney Carson (Xoshitl Gomez week 9),Conservationist,Australia,22
34,9,rank,Alix Earle,40,5326477,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,United States,24
34,9,rank,Whitney Leavitt,42,5162630,Mark Ballas,TV Personality,United States,32
34,9,rank,Dylan Efron,42,5176133,Daniella Karagach (Rumer Willis week 9),TV Personality,United States,33
34,10,rank,Elaine Hendrix,28.5,14216068,Alan Bersten (Rashad Jennings week 9),Actor/Actress,United States,55
34,10,rank,Jordan Chiles,28.5,14200278,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,United States,24
34,10,rank,Robert Irwin,29.5,8537680,Witney Carson (Xoshitl Gomez week 9),Conservationist,Australia,22
34,10,rank,Alix Earle,29,9011859,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,United States,24
34,10,rank,Whitney Leavitt,29,2140955,Mark Ballas,TV Personality,United States,32
34,10,rank,Dylan Efron,27.5,23893157,Daniella Karagach (Rumer Willis week 9),TV Personality,United States,33
34,11,rank,Elaine Hendrix,28.9998,9297439,Alan Bersten (Rashad Jennings week 9),Actor/Actress,United States,55
34,11,rank,Jordan Chiles,29.6666,8798009,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,United States,24
34,11,rank,Robert Irwin,29.6666,30330578,Witney Carson (Xoshitl Gomez week 9),Conservationist,Australia,22
34,11,rank,Alix Earle,30,10980690,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,United States,24
34,11,rank,Dylan Efron,29.3332,12593281,Daniella Karagach (Rumer Willis week 9),TV Personality,United States,33
